iter	Passed	Remaining
1671	11929	5194
1672	11950	5192
1673	11955	5184
1674	11960	5176
1675	11965	5168
1676	11970	5160
1677	11975	5152
1678	11981	5145
1679	11998	5142
1680	12003	5133
1681	12008	5126
1682	12013	5118
1683	12018	5109
1684	12023	5101
1685	12028	5093
1686	12048	5092
1687	12053	5083
1688	12058	5075
1689	12063	5068
1690	12068	5060
1691	12072	5051
1692	12077	5043
1693	12097	5041
1694	12102	5033
1695	12107	5025
1696	12112	5017
1697	12117	5009
1698	12122	5001
1699	12127	4993
1700	12145	4991
1701	12151	4983
1702	12156	4975
1703	12161	4967
1704	12166	4959
1705	12170	4951
1706	12175	4943
1707	12195	4940
1708	12199	4932
1709	12205	4924
1710	12210	4916
1711	12215	4908
1712	12220	4900
1713	12225	4892
1714	12245	4891
1715	12250	4882
1716	12254	4874
1717	12260	4866
1718	12264	4858
1719	12269	4850
1720	12274	4842
1721	12293	4840
1722	12298	4832
1723	12303	4824
1724	12308	4816
1725	12313	4808
1726	12318	4800
1727	12323	4792
1728	12343	4790
1729	12348	4782
1730	12353	4774
1731	12358	4766
1732	12363	4758
1733	12368	4750
1734	12373	4742
1735	12394	4740
1736	12399	4732
1737	12404	4724
1738	12408	4716
1739	12413	4708
1740	12418	4700
1741	12422	4692
1742	12441	4689
1743	12446	4681
1744	12451	4673
1745	12456	4666
1746	12461	4657
1747	12466	4650
1748	12471	4642
1749	12493	4640
1750	12497	4632
1751	12502	4624
1752	12507	4616
1753	12512	4608
1754	12517	4600
1755	12522	4592
1756	12540	4589
1757	12545	4581
1758	12550	4573
1759	12555	4565
1760	12560	4557
1761	12565	4549
1762	12570	4541
1763	12587	4538
1764	12592	4530
1765	12596	4522
1766	12602	4514
1767	12606	4506
1768	12611	4498
1769	12616	4490
1770	12637	4488
1771	12642	4480
1772	12647	4472
1773	12652	4464
1774	12657	4456
1775	12661	4448
1776	12666	4440
1777	12686	4438
1778	12691	4430
1779	12696	4422
1780	12701	4414
1781	12706	4406
1782	12710	4398
1783	12715	4390
1784	12736	4388
1785	12742	4380
1786	12746	4372
1787	12751	4364
1788	12756	4356
1789	12761	4348
1790	12766	4341
1791	12784	4337
1792	12790	4329
1793	12795	4322
1794	12800	4314
1795	12806	4306
1796	12815	4300
1797	12829	4295
1798	12834	4287
1799	12839	4279
1800	12844	4271
1801	12849	4264
1802	12854	4256
1803	12858	4248
1804	12876	4244
1805	12880	4236
1806	12885	4228
1807	12890	4220
1808	12895	4213
1809	12900	4205
1810	12904	4197
1811	12915	4191
1812	12927	4185
1813	12932	4177
1814	12938	4170
1815	12943	4162
1816	12948	4154
1817	12953	4146
1818	12957	4138
1819	12975	4135
1820	12980	4127
1821	12985	4119
1822	12989	4111
1823	12994	4103
1824	12999	4095
1825	13006	4088
1826	13022	4084
1827	13028	4076
1828	13033	4068
1829	13038	4061
1830	13043	4053
1831	13048	4045
1832	13053	4037
1833	13069	4033
1834	13076	4026
1835	13081	4018
1836	13085	4010
1837	13090	4002
1838	13095	3994
1839	13100	3987
1840	13105	3979
1841	13122	3975
1842	13127	3967
1843	13132	3959
1844	13137	3951
1845	13141	3943
1846	13146	3936
1847	13151	3928
1848	13170	3924
1849	13175	3917
1850	13180	3909
1851	13185	3901
1852	13190	3893
1853	13195	3886
1854	13200	3878
1855	13212	3872
1856	13222	3866
1857	13227	3858
1858	13233	3851
1859	13238	3843
1860	13243	3835
1861	13248	3827
1862	13253	3820
1863	13270	3815
1864	13275	3808
1865	13279	3800
1866	13284	3792
1867	13290	3784
1868	13294	3777
1869	13299	3769
1870	13313	3764
1871	13321	3757
1872	13327	3749
1873	13332	3742
1874	13337	3734
1875	13342	3726
1876	13346	3718
1877	13352	3711
1878	13369	3706
1879	13373	3699
1880	13377	3691
1881	13382	3683
1882	13387	3675
1883	13392	3667
1884	13396	3660
1885	13412	3655
1886	13421	3648
1887	13425	3640
1888	13430	3633
1889	13435	3625
1890	13440	3617
1891	13445	3610
1892	13464	3606
1893	13470	3598
1894	13475	3591
1895	13479	3583
1896	13485	3575
1897	13489	3567
1898	13494	3560
1899	13510	3555
1900	13518	3548
1901	13523	3540
1902	13529	3533
1903	13533	3525
1904	13539	3518
1905	13543	3510
1906	13560	3505
1907	13567	3498
1908	13572	3490
1909	13577	3483
1910	13582	3475
1911	13586	3467
1912	13591	3460
1913	13596	3452
1914	13614	3448
1915	13619	3440
1916	13623	3432
1917	13628	3424
1918	13634	3417
1919	13638	3409
1920	13643	3402
1921	13659	3396
1922	13666	3389
1923	13670	3382
1924	13675	3374
1925	13680	3366
1926	13684	3359
1927	13689	3351
1928	13694	3343
1929	13715	3340
1930	13720	3332
1931	13726	3324
1932	13731	3317
1933	13736	3309
1934	13741	3302
1935	13761	3298
1936	13766	3290
1937	13771	3282
1938	13776	3275
1939	13781	3267
1940	13786	3260
1941	13791	3252
1942	13810	3248
1943	13815	3240
1944	13819	3232
1945	13824	3225
1946	13830	3217
1947	13834	3210
1948	13839	3202
1949	13849	3195
1950	13861	3190
1951	13866	3182
1952	13870	3174
1953	13875	3166
1954	13879	3159
1955	13884	3151
1956	13889	3144
1957	13901	3138
1958	13912	3131
1959	13917	3124
1960	13922	3116
1961	13927	3109
1962	13932	3101
1963	13938	3094
1964	13949	3088
1965	13958	3081
1966	13963	3073
1967	13969	3066
1968	13974	3058
1969	13980	3051
1970	13985	3044
1971	13991	3036
1972	13999	3029
1973	14006	3022
1974	14011	3015
1975	14016	3007
1976	14022	3000
1977	14028	2992
1978	14033	2985
1979	14048	2979
1980	14058	2973
1981	14063	2966
1982	14068	2958
1983	14072	2950
1984	14078	2943
1985	14082	2935
1986	14087	2928
1987	14104	2923
1988	14109	2915
1989	14114	2907
1990	14119	2900
1991	14124	2893
1992	14129	2885
1993	14134	2877
1994	14153	2873
1995	14158	2865
1996	14163	2858
1997	14168	2850
1998	14173	2843
1999	14177	2835
2000	14182	2828
2001	14187	2820
2002	14204	2815
2003	14209	2807
2004	14214	2800
2005	14218	2792
2006	14224	2785
2007	14229	2777
2008	14233	2770
2009	14246	2764
2010	14256	2757
2011	14261	2750
2012	14265	2742
2013	14271	2735
2014	14275	2727
2015	14280	2720
2016	14285	2712
2017	14302	2707
2018	14306	2699
2019	14312	2692
2020	14316	2684
2021	14321	2677
2022	14326	2669
2023	14331	2662
2024	14350	2657
2025	14355	2649
2026	14359	2642
2027	14364	2634
2028	14369	2627
2029	14374	2619
2030	14378	2612
2031	14383	2604
2032	14401	2599
2033	14406	2592
2034	14411	2584
2035	14415	2577
2036	14420	2569
2037	14425	2562
2038	14430	2554
2039	14444	2549
2040	14451	2541
2041	14457	2534
2042	14462	2527
2043	14468	2519
2044	14473	2512
2045	14477	2504
2046	14484	2497
2047	14498	2491
2048	14505	2484
2049	14510	2477
2050	14516	2470
2051	14521	2462
2052	14527	2455
2053	14535	2448
2054	14543	2441
2055	14549	2434
2056	14554	2426
2057	14559	2419
2058	14564	2412
2059	14568	2404
2060	14573	2397
2061	14578	2389
2062	14587	2382
2063	14597	2376
2064	14601	2368
2065	14606	2361
2066	14611	2354
2067	14616	2346
2068	14621	2339
2069	14626	2331
2070	14631	2324
2071	14649	2319
2072	14654	2311
2073	14658	2304
2074	14663	2296
2075	14668	2289
2076	14672	2281
2077	14677	2274
2078	14698	2269
2079	14703	2262
2080	14708	2254
2081	14713	2247
2082	14718	2239
2083	14723	2232
2084	14728	2225
2085	14746	2219
2086	14752	2212
2087	14757	2205
2088	14763	2197
2089	14767	2190
2090	14783	2184
2091	14791	2177
2092	14796	2170
2093	14801	2163
2094	14806	2155
2095	14811	2148
2096	14816	2140
2097	14830	2134
2098	14840	2128
2099	14845	2120
2100	14849	2113
2101	14854	2105
2102	14859	2098
2103	14864	2091
2104	14869	2083
2105	14886	2078
2106	14890	2070
2107	14895	2063
2108	14900	2055
2109	14905	2048
2110	14910	2041
2111	14916	2034
2112	14936	2028
2113	14941	2021
2114	14946	2014
2115	14951	2006
2116	14955	1999
2117	14960	1991
2118	14965	1984
2119	14975	1977
2120	14988	1971
2121	14993	1964
2122	14997	1956
2123	15002	1949
2124	15007	1942
2125	15012	1934
2126	15018	1927
2127	15036	1921
2128	15041	1914
2129	15045	1907
2130	15050	1899
2131	15055	1892
2132	15060	1885
2133	15064	1877
2134	15085	1872
2135	15090	1865
2136	15095	1857
2137	15100	1850
2138	15105	1843
2139	15110	1835
2140	15115	1828
2141	15135	1823
2142	15140	1815
2143	15144	1808
2144	15148	1800
2145	15153	1793
2146	15158	1786
2147	15162	1778
2148	15171	1772
2149	15184	1765
2150	15188	1758
2151	15193	1750
2152	15198	1743
2153	15203	1736
2154	15207	1728
2155	15213	1721
2156	15229	1715
2157	15234	1708
2158	15239	1701
2159	15244	1693
2160	15248	1686
2161	15254	1679
2162	15258	1671
2163	15263	1664
2164	15281	1658
2165	15285	1651
2166	15290	1644
2167	15295	1636
2168	15300	1629
2169	15305	1622
2170	15309	1614
2171	15324	1608
2172	15331	1601
2173	15336	1594
2174	15340	1586
2175	15345	1579
2176	15350	1572
2177	15355	1565
2178	15360	1557
2179	15379	1552
2180	15384	1544
2181	15389	1537
2182	15393	1530
2183	15398	1522
2184	15403	1515
2185	15409	1508
2186	15423	1502
2187	15431	1495
2188	15436	1487
2189	15441	1480
2190	15446	1473
2191	15450	1466
2192	15455	1458
2193	15461	1451
2194	15477	1445
2195	15482	1438
2196	15487	1431
2197	15492	1423
2198	15497	1416
2199	15502	1409
2200	15507	1402
2201	15524	1395
2202	15530	1388
2203	15534	1381
2204	15539	1374
2205	15544	1366
2206	15548	1359
2207	15553	1352
2208	15558	1345
2209	15576	1339
2210	15580	1331
2211	15585	1324
2212	15590	1317
2213	15594	1310
2214	15599	1302
2215	15604	1295
2216	15616	1289
2217	15627	1282
2218	15632	1275
2219	15637	1267
2220	15641	1260
2221	15647	1253
2222	15652	1246
2223	15657	1239
2224	15674	1232
2225	15679	1225
2226	15684	1218
2227	15689	1211
2228	15694	1204
2229	15699	1196
2230	15704	1189
2231	15724	1183
2232	15729	1176
2233	15734	1169
2234	15740	1162
2235	15745	1154
2236	15750	1147
2237	15754	1140
2238	15774	1134
2239	15779	1127
2240	15783	1119
2241	15788	1112
2242	15793	1105
2243	15797	1098
2244	15802	1091
2245	15816	1084
2246	15825	1077
2247	15829	1070
2248	15834	1063
2249	15838	1055
2250	15843	1048
2251	15848	1041
2252	15853	1034
2253	15873	1028
2254	15877	1020
2255	15882	1013
2256	15887	1006
2257	15891	999
2258	15896	992
2259	15901	985
2260	15914	978
2261	15923	971
2262	15928	964
2263	15933	957
2264	15938	949
2265	15943	942
2266	15948	935
2267	15953	928
2268	15971	922
2269	15976	914
2270	15981	907
2271	15986	900
2272	15990	893
2273	15995	886
2274	16000	879
2275	16020	872
2276	16025	865
2277	16030	858
2278	16035	851
2279	16040	844
2280	16044	837
2281	16049	829
2282	16069	823
2283	16074	816
2284	16078	809
2285	16083	802
2286	16088	794
2287	16093	787
2288	16098	780
2289	16109	773
2290	16119	766
2291	16124	759
2292	16129	752
2293	16135	745
2294	16139	738
2295	16144	731
2296	16149	724
2297	16168	717
2298	16173	710
2299	16177	703
2300	16182	696
2301	16187	689
2302	16191	681
2303	16197	674
2304	16212	668
2305	16221	661
2306	16226	654
2307	16230	646
2308	16236	639
2309	16240	632
2310	16245	625
2311	16265	619
2312	16270	611
2313	16274	604
2314	16279	597
2315	16284	590
2316	16289	583
2317	16293	576
2318	16314	569
2319	16319	562
2320	16323	555
2321	16328	548
2322	16333	541
2323	16337	534
2324	16342	527
2325	16349	520
2326	16366	513
2327	16370	506
2328	16375	499
2329	16380	492
2330	16384	485
2331	16389	477
2332	16393	470
2333	16411	464
2334	16416	456
2335	16421	449
2336	16426	442
2337	16430	435
2338	16435	428
2339	16439	421
2340	16444	414
2341	16465	407
2342	16469	400
2343	16474	393
2344	16479	386
2345	16484	379
2346	16489	372
2347	16493	365
2348	16514	358
2349	16518	351
2350	16523	344
2351	16528	337
2352	16533	330
2353	16538	323
2354	16542	316
2355	16561	309
2356	16566	302
2357	16571	295
2358	16576	288
2359	16580	281
2360	16585	273
2361	16589	266
2362	16597	259
2363	16611	252
2364	16616	245
2365	16620	238
2366	16625	231
2367	16630	224
2368	16635	217
2369	16640	210
2370	16656	203
2371	16662	196
2372	16667	189
2373	16672	182
2374	16677	175
2375	16681	168
2376	16686	161
2377	16692	154
2378	16709	147
2379	16714	140
2380	16718	133
2381	16723	126
2382	16730	119
2383	16735	112
2384	16739	105
2385	16756	98
2386	16761	91
2387	16766	84
2388	16771	77
2389	16776	70
2390	16780	63
2391	16785	56
2392	16794	49
2393	16807	42
2394	16813	35
2395	16818	28
2396	16823	21
2397	16827	14
2398	16832	7
2399	16837	0
