iter	RMSE
1550	0.5068682387
1551	0.5065030307
1552	0.5063315828
1553	0.5060898388
1554	0.5059092386
1555	0.5056661293
1556	0.505518003
1557	0.5052954209
1558	0.5051455769
1559	0.504989675
1560	0.5047982935
1561	0.5046528595
1562	0.5044929295
1563	0.5044039227
1564	0.5042854031
1565	0.5040731652
1566	0.5038904036
1567	0.5036732744
1568	0.5035118393
1569	0.503366625
1570	0.5031244591
1571	0.5030451111
1572	0.5029110728
1573	0.5028091523
1574	0.5027018716
1575	0.5026213342
1576	0.5025110677
1577	0.5023837845
1578	0.5022407326
1579	0.50213096
1580	0.5019751966
1581	0.5018488835
1582	0.5016338125
1583	0.5014904933
1584	0.5013149397
1585	0.5011462812
1586	0.5009893729
1587	0.5008856434
1588	0.5006466906
1589	0.5005839488
1590	0.5004254986
1591	0.5002797943
1592	0.5001531195
1593	0.4999684768
1594	0.4998020829
1595	0.4995291955
1596	0.4993637051
1597	0.4991910852
1598	0.4990132811
1599	0.4988744784
1600	0.4987047015
1601	0.498585557
1602	0.4983779885
1603	0.4982572507
1604	0.4980567969
1605	0.4979043259
1606	0.4977282772
1607	0.4976111162
1608	0.4975013239
1609	0.4973694271
1610	0.4972230922
1611	0.4969985667
1612	0.4968331499
1613	0.4964494811
1614	0.4963135729
1615	0.4962000697
1616	0.4961099083
1617	0.4959986859
1618	0.4959122292
1619	0.4956399281
1620	0.4955201029
1621	0.4953755669
1622	0.495189066
1623	0.4950155953
1624	0.4948544663
1625	0.4947585559
1626	0.4946663475
1627	0.494501001
1628	0.4944336058
1629	0.4942816625
1630	0.4941413775
1631	0.4939823483
1632	0.493839521
1633	0.4936828951
1634	0.4935912064
1635	0.4935061817
1636	0.4934231525
1637	0.4933044746
1638	0.4930566166
1639	0.4928906551
1640	0.4927625199
1641	0.4926521744
1642	0.4924047
1643	0.4921367553
1644	0.491798858
1645	0.4916178605
1646	0.4913315082
1647	0.4911688315
1648	0.4910208391
1649	0.4908887762
1650	0.4907438113
1651	0.4905273897
1652	0.4903875507
1653	0.4902109126
1654	0.4901202573
1655	0.489988867
1656	0.4898807803
1657	0.489749025
1658	0.4896272487
1659	0.4893981034
1660	0.4892183225
1661	0.4891293602
1662	0.4890091088
1663	0.488837214
1664	0.4886721154
1665	0.4885388454
1666	0.4883912373
1667	0.4882404734
1668	0.4880195841
1669	0.487807102
1670	0.4876697599
1671	0.4874898427
1672	0.4872873619
1673	0.487138201
1674	0.4869643295
1675	0.4867937389
1676	0.4866443062
1677	0.4864876096
1678	0.4862940718
1679	0.4861274177
1680	0.4859401783
1681	0.4858277309
1682	0.4856527338
1683	0.4854568178
1684	0.4853675468
1685	0.4851948079
1686	0.4850712986
1687	0.484908356
1688	0.4847124989
1689	0.4844376754
1690	0.484294978
1691	0.4841782365
1692	0.4839413472
1693	0.4836953226
1694	0.4835446489
1695	0.4833964035
1696	0.4832318959
1697	0.4831002545
1698	0.4829774215
1699	0.4828374745
1700	0.4825411644
1701	0.4823153759
1702	0.4822029654
1703	0.48208658
1704	0.4819098989
1705	0.4817791426
1706	0.481611635
1707	0.481415121
1708	0.4813204578
1709	0.4811866639
1710	0.4810466471
1711	0.480888194
1712	0.4807689719
1713	0.4805638603
1714	0.480409313
1715	0.4802034542
1716	0.4801267551
1717	0.4800026669
1718	0.4798836967
1719	0.4797526518
1720	0.4796466711
1721	0.4795885314
1722	0.4793048475
1723	0.4791475572
1724	0.4790578553
1725	0.4789078617
1726	0.478651021
1727	0.4785906876
1728	0.4784283911
1729	0.4782039319
1730	0.4780329668
1731	0.4778454953
1732	0.4777126984
1733	0.4774967757
1734	0.4773281718
1735	0.4771835637
1736	0.4770607688
1737	0.4769238386
1738	0.476788249
1739	0.4766549966
1740	0.4765811459
1741	0.4764935372
1742	0.4763463867
1743	0.476199534
1744	0.4760121381
1745	0.4758775519
1746	0.4757083619
1747	0.4755864352
1748	0.4754676508
1749	0.4753336416
1750	0.4751760946
1751	0.4750666832
1752	0.4749580684
1753	0.4748226645
1754	0.4746428287
1755	0.4744603693
1756	0.4742949291
1757	0.4740431416
1758	0.4739241441
1759	0.4737402904
1760	0.4736522546
1761	0.4735491844
1762	0.4734245246
1763	0.473312337
1764	0.4731457723
1765	0.4729590475
1766	0.4728589715
1767	0.4728005258
1768	0.4726959266
1769	0.4725695435
1770	0.4724937179
1771	0.4721447228
1772	0.4719804039
1773	0.4718293976
1774	0.4717647758
1775	0.4716183265
1776	0.4715160584
1777	0.4713250954
1778	0.4711959289
1779	0.4710276085
1780	0.4708368072
1781	0.4707013814
1782	0.47046325
1783	0.4703731251
1784	0.4702226452
1785	0.4700952431
1786	0.4699901802
1787	0.4698474035
1788	0.4697467817
1789	0.4694547638
1790	0.4693583818
1791	0.4692470832
1792	0.4691213863
1793	0.4690160596
1794	0.468867567
1795	0.4686286307
1796	0.4684669686
1797	0.4683811014
1798	0.4682736046
1799	0.4681564891
1800	0.4680189395
1801	0.4678728675
1802	0.4677507007
1803	0.4676450186
1804	0.4675135598
1805	0.4673828401
1806	0.4672885681
1807	0.4671025018
1808	0.4669471468
1809	0.4667996111
1810	0.4667006365
1811	0.4665990009
1812	0.4665080866
1813	0.4662966146
1814	0.466005762
1815	0.4658261535
1816	0.4657021153
1817	0.4656092054
1818	0.465500269
1819	0.4653286759
1820	0.4652419868
1821	0.4651093723
1822	0.4650050868
1823	0.4649351106
1824	0.4647809032
1825	0.4646505098
1826	0.46456227
1827	0.464477088
1828	0.4643064636
1829	0.4641259867
1830	0.4640234568
1831	0.4638835174
1832	0.4637329832
1833	0.463593872
1834	0.4635395865
1835	0.4633478623
1836	0.463245577
1837	0.4631019713
1838	0.462867601
1839	0.4627053017
1840	0.4625980009
1841	0.4625110602
1842	0.4623746798
1843	0.462098207
1844	0.4619296841
1845	0.4618389337
1846	0.4617553878
1847	0.4616633412
1848	0.4615517283
1849	0.4614365972
1850	0.4613473491
1851	0.461181974
1852	0.4610963272
1853	0.4610028425
1854	0.4608846831
1855	0.4607723149
1856	0.460632342
1857	0.4605496844
1858	0.4604165744
1859	0.4602743531
1860	0.460179117
1861	0.4599334686
1862	0.4596156872
1863	0.4594986888
1864	0.4593096173
1865	0.4590929843
1866	0.4589591948
1867	0.4588213051
1868	0.4586851586
1869	0.4585233888
1870	0.4583932389
1871	0.4582137168
1872	0.4579440409
1873	0.457834437
1874	0.4575721708
1875	0.457456514
1876	0.4572688747
1877	0.4571361719
1878	0.4569421573
1879	0.4568054497
1880	0.4566246709
1881	0.4564718188
1882	0.4562681534
1883	0.4561356611
1884	0.4560284946
1885	0.4559283703
1886	0.4558577371
1887	0.4557901285
1888	0.4556012394
1889	0.4554831173
1890	0.4553485731
1891	0.4552069441
1892	0.4550950111
1893	0.4550221208
1894	0.4548450702
1895	0.4547012532
1896	0.4546113116
1897	0.4544933873
1898	0.4543562337
1899	0.4541927583
1900	0.4540908582
1901	0.4539838017
1902	0.4538702096
1903	0.4537295784
1904	0.4535242124
1905	0.4534083752
1906	0.4532510803
1907	0.4531850176
1908	0.453095472
1909	0.4529843924
1910	0.4528234872
1911	0.4527285512
1912	0.452650458
1913	0.4525304668
1914	0.4524202603
1915	0.4522671168
1916	0.452121592
1917	0.4519876069
1918	0.4517943631
1919	0.4516814267
1920	0.4515546109
1921	0.4514219145
1922	0.4513474892
1923	0.4512232714
1924	0.4511257032
1925	0.4510175708
1926	0.4508859053
1927	0.4506981636
1928	0.4506272548
1929	0.4504983362
1930	0.4503806921
1931	0.4503193616
1932	0.4502089643
1933	0.4501122931
1934	0.4499636308
1935	0.4498685249
1936	0.4497502164
1937	0.4496466571
1938	0.4495406971
1939	0.4493853784
1940	0.4493209537
1941	0.4492150006
1942	0.4490946518
1943	0.4489586231
1944	0.4488581001
1945	0.4487169429
1946	0.4486079731
1947	0.4484722221
1948	0.4483760187
1949	0.4482634016
1950	0.4481810174
1951	0.4480748618
1952	0.4479756718
1953	0.447826785
1954	0.4477315344
1955	0.4476646233
1956	0.4475782118
1957	0.4474580428
1958	0.4473362174
1959	0.4472497213
1960	0.4470676532
1961	0.4469888721
1962	0.4468271855
1963	0.4466932522
1964	0.446586055
1965	0.4464811615
1966	0.4463802656
1967	0.4462473341
1968	0.4461743133
1969	0.4460226085
1970	0.4459247613
1971	0.4458196469
1972	0.4457476569
1973	0.4455409147
1974	0.445452912
1975	0.445344526
1976	0.4451868579
1977	0.4450785369
1978	0.4449357432
1979	0.4446985595
1980	0.4446174583
1981	0.444485736
1982	0.4443045811
1983	0.4442145214
1984	0.4440974498
1985	0.4440034085
1986	0.4439105737
1987	0.4437905096
1988	0.4436978184
1989	0.4435158652
1990	0.4433110857
1991	0.443162224
1992	0.4430814407
1993	0.4429381068
1994	0.442664854
1995	0.4425525777
1996	0.4424240144
1997	0.4422962026
1998	0.4421868637
1999	0.4420473627
2000	0.4418800263
2001	0.4417968112
2002	0.4416334944
2003	0.4415326605
2004	0.4414222406
2005	0.4413218475
2006	0.4412069341
2007	0.441131208
2008	0.4410242067
2009	0.4409539243
2010	0.4408486061
2011	0.4407536005
2012	0.440615426
2013	0.440495294
2014	0.4404008754
2015	0.4402871642
2016	0.4401839109
2017	0.4401107041
2018	0.4399849969
2019	0.4398268815
2020	0.4397526281
2021	0.4396144427
2022	0.4395209445
2023	0.4394339625
2024	0.439344897
2025	0.439226229
2026	0.4390985851
2027	0.4389417238
2028	0.4388174365
2029	0.4387336244
2030	0.4386504075
2031	0.4385684617
2032	0.4384208318
2033	0.4382274303
2034	0.4381349661
2035	0.438058698
2036	0.4379714915
2037	0.4378595857
2038	0.4377567735
2039	0.4376699983
2040	0.4375579812
2041	0.437430912
2042	0.437353271
2043	0.4372456285
2044	0.437109633
2045	0.4370211861
2046	0.4368637917
2047	0.4367858228
2048	0.4367017363
2049	0.4366382188
2050	0.4364311433
2051	0.4362820972
2052	0.4362123969
2053	0.4361155855
2054	0.4360316918
2055	0.4359225426
2056	0.4357892373
2057	0.4356720899
2058	0.4355333014
2059	0.4354720788
2060	0.4354010545
2061	0.4353240155
2062	0.4351912278
2063	0.4351242833
2064	0.4350388125
2065	0.4349230368
2066	0.4348192978
2067	0.4347181615
2068	0.4346055374
2069	0.434475041
2070	0.4343930456
2071	0.4342563634
2072	0.4341851961
2073	0.4339715285
2074	0.4338466532
2075	0.4336984501
2076	0.4335894339
2077	0.433455702
2078	0.433318056
2079	0.4331952823
2080	0.4330917016
2081	0.4329667957
2082	0.432896333
2083	0.432827711
2084	0.4327004595
2085	0.4325892404
2086	0.43251143
2087	0.4324223081
2088	0.4322978964
2089	0.432203275
2090	0.4321386643
2091	0.4320333019
2092	0.4319340568
2093	0.4317888145
2094	0.4316965507
2095	0.4316238701
2096	0.4315308418
2097	0.4314090132
2098	0.4312668373
2099	0.4311545756
2100	0.4310573836
2101	0.4309982413
2102	0.4308709652
2103	0.4307885916
2104	0.4305856512
2105	0.4304768182
2106	0.4303049561
2107	0.4301860113
2108	0.4301153484
2109	0.4300211804
2110	0.429848447
2111	0.4296558412
2112	0.4295096817
2113	0.4294299113
2114	0.4293494261
2115	0.4292412741
2116	0.4291745299
2117	0.4291032994
2118	0.4290107815
2119	0.4288233742
2120	0.4286939208
2121	0.4285839465
2122	0.428509871
2123	0.428452707
2124	0.4283159519
2125	0.4281714071
2126	0.4280723222
2127	0.4279773569
2128	0.4278980491
2129	0.4278109919
2130	0.4276940755
2131	0.4276028358
2132	0.4274260646
2133	0.4272970479
2134	0.4271884529
2135	0.4271206005
2136	0.4270223887
2137	0.4268512249
2138	0.4265465988
2139	0.4264370202
2140	0.4263460507
2141	0.4262421765
2142	0.4261574531
2143	0.4260394907
2144	0.4259320432
2145	0.4258440266
2146	0.4257238923
2147	0.4256536116
2148	0.4255785932
2149	0.425471167
2150	0.4253973779
2151	0.4253181517
2152	0.4252267147
2153	0.4250879417
2154	0.4249699097
2155	0.4248784102
2156	0.4247816506
2157	0.4246883222
2158	0.4245965338
2159	0.4245344919
2160	0.424464324
2161	0.4243651777
2162	0.4242953458
2163	0.4242239633
2164	0.4241379929
2165	0.4240167998
2166	0.4238883904
2167	0.423793884
2168	0.4237049014
2169	0.4235570809
2170	0.4234387316
2171	0.4233688509
2172	0.4232158225
2173	0.4231321467
2174	0.4230452686
2175	0.4228871224
2176	0.4227010297
2177	0.4225532452
2178	0.4224804655
2179	0.4224099697
2180	0.4223029505
2181	0.422182305
2182	0.4221024903
2183	0.4220247827
2184	0.4219370412
2185	0.42176497
2186	0.4216775604
2187	0.4215795891
2188	0.4214723052
2189	0.4213356248
2190	0.4212813123
2191	0.4211804542
2192	0.4210207856
2193	0.4209091355
2194	0.4208122273
2195	0.4207325405
2196	0.4206367483
2197	0.4204556935
2198	0.4203723907
2199	0.4201755638
2200	0.4200892026
2201	0.4200154613
2202	0.4199607498
2203	0.4198296917
2204	0.4196839084
2205	0.4194706144
2206	0.4194078006
2207	0.4192927782
2208	0.4192025882
2209	0.4191043134
2210	0.419003805
2211	0.41882207
2212	0.4187567751
2213	0.4186920441
2214	0.4184873586
2215	0.4183648782
2216	0.4182655711
2217	0.4182078693
2218	0.4181107778
2219	0.4179614511
2220	0.4179117925
2221	0.4178362225
2222	0.4177412791
2223	0.4176488147
2224	0.4172926826
2225	0.4171258249
2226	0.4170639077
2227	0.4169586266
2228	0.4168576869
2229	0.4167524538
2230	0.4166315271
2231	0.4165091277
2232	0.4164462928
2233	0.4163388713
2234	0.4161944553
2235	0.4160815789
2236	0.4159945948
2237	0.4158696786
2238	0.4157339921
2239	0.4156704514
2240	0.4155616906
2241	0.4154666787
2242	0.4154125202
2243	0.4153466868
2244	0.4152244171
2245	0.4151445556
2246	0.4150753318
2247	0.4149070628
2248	0.4148488045
2249	0.4147675876
2250	0.4146650792
2251	0.4145895917
2252	0.4143586975
2253	0.4142881805
2254	0.41413029
2255	0.414040556
2256	0.4139292303
2257	0.4138081197
2258	0.4137383658
2259	0.4136574955
2260	0.4135627299
2261	0.4134813934
2262	0.4133763603
2263	0.4132658396
2264	0.4131813718
2265	0.4131012234
2266	0.4130035387
2267	0.4129259966
2268	0.4128536762
2269	0.4127052953
2270	0.4126336787
2271	0.4125524744
2272	0.4124526561
2273	0.4123175363
2274	0.4122290131
2275	0.4120839421
2276	0.4119189332
2277	0.4118325138
2278	0.4117119792
2279	0.4116271625
2280	0.4115292467
2281	0.411479125
2282	0.4113517566
2283	0.4112757155
2284	0.4111822792
2285	0.4110653758
2286	0.4109829395
2287	0.4108684639
2288	0.4108103184
2289	0.4107486024
2290	0.4106394491
2291	0.4105511375
2292	0.4104890306
2293	0.4103826508
2294	0.4102953563
2295	0.410220969
2296	0.4101027176
2297	0.4099846939
2298	0.4098761196
2299	0.4096937951
2300	0.4096330102
2301	0.4095609456
2302	0.4094705393
2303	0.4092910588
2304	0.409219522
2305	0.4091473928
2306	0.4090703606
2307	0.4089812469
2308	0.4089009288
2309	0.4087685389
2310	0.4086461899
2311	0.408567185
2312	0.4085181781
2313	0.4084498031
2314	0.4083908009
2315	0.4083192907
2316	0.4082184286
2317	0.4081391146
2318	0.4080775896
2319	0.407980435
2320	0.407850401
2321	0.4077769282
2322	0.4076912211
2323	0.4075749439
2324	0.4074081116
2325	0.4073309385
2326	0.4072048687
2327	0.4071420412
2328	0.4070388901
2329	0.4069623441
2330	0.406848236
2331	0.4067640408
2332	0.4066617277
2333	0.4065765705
2334	0.4065140494
2335	0.4064071361
2336	0.4063385828
2337	0.4062471369
2338	0.4061255053
2339	0.4060459283
2340	0.405897757
2341	0.405819194
2342	0.4056034835
2343	0.4055410539
2344	0.4054759532
2345	0.4052631329
2346	0.4051171933
2347	0.4050479597
2348	0.4049392359
2349	0.4047609197
2350	0.4045659694
2351	0.4044371529
2352	0.4043753062
2353	0.404298286
2354	0.4041906445
2355	0.404124705
2356	0.4040389501
2357	0.4039894521
2358	0.4039184599
2359	0.4038481659
2360	0.4037172756
2361	0.4036423672
2362	0.403586006
2363	0.4034902255
2364	0.4033945491
2365	0.4032814533
2366	0.4031966277
2367	0.4030751059
2368	0.4029875302
2369	0.4029053452
2370	0.4028264759
2371	0.4026861459
2372	0.402543694
2373	0.4024323021
2374	0.4023634239
2375	0.4022809033
2376	0.402195189
2377	0.4021429529
2378	0.4020611676
2379	0.4020017622
2380	0.4019217761
2381	0.401723376
2382	0.4016547813
2383	0.4015426883
2384	0.4014778089
2385	0.4013261048
2386	0.4012527985
2387	0.4011466514
2388	0.4010533293
2389	0.4009394555
2390	0.4008356407
2391	0.4007377739
2392	0.4006655525
2393	0.4006220263
2394	0.4005212799
2395	0.4003901959
2396	0.4002502783
2397	0.4001942191
2398	0.4000808809
2399	0.4000294183
