iter	RMSE
405	1.006090246
406	1.004892516
407	1.003882795
408	1.002775229
409	1.000667041
410	0.9991602137
411	0.9983495748
412	0.9969833004
413	0.9955991475
414	0.9948539486
415	0.9933671403
416	0.9922002677
417	0.991355753
418	0.990308209
419	0.9892591032
420	0.9880555082
421	0.9870969985
422	0.9862989644
423	0.9856373773
424	0.9848821198
425	0.9832335878
426	0.982040703
427	0.9805811737
428	0.9792496801
429	0.9786457256
430	0.9778422965
431	0.9765447233
432	0.9752450121
433	0.9745961478
434	0.973009663
435	0.9712006575
436	0.9704417778
437	0.9690054251
438	0.9676469208
439	0.9662071485
440	0.9652020124
441	0.9642562546
442	0.9631165174
443	0.9622024759
444	0.9614889347
445	0.9604441778
446	0.9588328129
447	0.9575885305
448	0.9566635754
449	0.9557429623
450	0.9541428989
451	0.9533375397
452	0.9526752235
453	0.9516088551
454	0.9506808341
455	0.9497021054
456	0.9484323417
457	0.9472361324
458	0.946440571
459	0.9453811388
460	0.944194106
461	0.9422062674
462	0.9412635851
463	0.9404766555
464	0.9396101348
465	0.938880093
466	0.9380869301
467	0.9373076246
468	0.9362192798
469	0.9352305176
470	0.9346538604
471	0.9337291557
472	0.9329705613
473	0.9312267699
474	0.9304276614
475	0.9295058181
476	0.9283853939
477	0.9270422803
478	0.9257504029
479	0.9248062523
480	0.9234719955
481	0.922595602
482	0.9212558076
483	0.9204161187
484	0.919509678
485	0.9184766165
486	0.9178514584
487	0.9167920317
488	0.9154225639
489	0.914208455
490	0.9133952202
491	0.9129596451
492	0.9120430436
493	0.9112830628
494	0.9105320425
495	0.9096421342
496	0.9089024253
497	0.9080148792
498	0.9069207179
499	0.9062467811
500	0.905561584
501	0.904710842
502	0.9036425049
503	0.9025705433
504	0.9014153571
505	0.9006865999
506	0.8998746367
507	0.8989887156
508	0.8981740374
509	0.8972153468
510	0.8961387809
511	0.895533593
512	0.8948636051
513	0.8942305883
514	0.8935883483
515	0.8925588364
516	0.8915142938
517	0.8908514114
518	0.8901567616
519	0.889644053
520	0.888640958
521	0.887782113
522	0.8870315514
523	0.8862326783
524	0.8852744663
525	0.8844504306
526	0.88366016
527	0.8825929835
528	0.8822744522
529	0.8814636628
530	0.8806622958
531	0.8800876361
532	0.8792855481
533	0.8787499177
534	0.8781370033
535	0.8769134302
536	0.8760971657
537	0.8754130646
538	0.8744222231
539	0.8735117546
540	0.8730987508
541	0.8720728023
542	0.8713769533
543	0.8703074743
544	0.8694281646
545	0.8684036879
546	0.8680671566
547	0.8671122892
548	0.865644569
549	0.8649679689
550	0.8643130549
551	0.8636318901
552	0.8627199567
553	0.8620831342
554	0.8614494056
555	0.8605895593
556	0.8599958422
557	0.859216033
558	0.8583072742
559	0.8569308657
560	0.8562102843
561	0.8556798676
562	0.8550844684
563	0.8544906847
564	0.8532574954
565	0.8523530581
566	0.8517094395
567	0.8511564066
568	0.8503166123
569	0.8497698734
570	0.8490343617
571	0.8482405669
572	0.8479133703
573	0.8472278694
574	0.8468425809
575	0.8462451419
576	0.8455500524
577	0.8449913868
578	0.8440975482
579	0.8427933214
580	0.8419711061
581	0.8408447764
582	0.8398017455
583	0.8391685623
584	0.8382800288
585	0.837302772
586	0.8362952481
587	0.8357482262
588	0.8344595151
589	0.8338163269
590	0.8328281075
591	0.8322168737
592	0.8315916509
593	0.8307922076
594	0.8300128258
595	0.8293249543
596	0.8287064823
597	0.8283067132
598	0.8276729718
599	0.8264157664
600	0.8259243493
601	0.8253050943
602	0.8247155939
603	0.8240182076
604	0.8234003247
605	0.8224904259
606	0.8218423134
607	0.8212065137
608	0.820582764
609	0.820203145
610	0.8191986856
611	0.8184647961
612	0.8179189868
613	0.8175108663
614	0.8170012267
615	0.8163314747
616	0.8157106804
617	0.8150487897
618	0.8145372436
619	0.8138170678
620	0.8125295448
621	0.8118341523
622	0.8110806494
623	0.8103704137
624	0.8096253626
625	0.8090300713
626	0.808393765
627	0.8076550239
628	0.8072072314
629	0.8067101011
630	0.8057989322
631	0.8050699416
632	0.8042848402
633	0.8039671648
634	0.8034994836
635	0.8030407146
636	0.8025832013
637	0.802141755
638	0.801295128
639	0.8006790522
640	0.8000263664
641	0.7995011093
642	0.7988387632
643	0.7981378693
644	0.7974352093
645	0.7964249506
646	0.7959530697
647	0.7953854093
648	0.7948705473
649	0.7941326415
650	0.7931625407
651	0.7926825768
652	0.7922560158
653	0.7918094369
654	0.7912858573
655	0.7905712726
656	0.7899997389
657	0.7895069768
658	0.7889034746
659	0.7880983687
660	0.7875896399
661	0.7870370105
662	0.7863289192
663	0.7857075411
664	0.7851172931
665	0.7845583947
666	0.7841086176
667	0.7834251059
668	0.7829591915
669	0.7823451805
670	0.7819075958
671	0.7811571348
672	0.7802870759
673	0.7798957964
674	0.7793423595
675	0.7789254225
676	0.7781674668
677	0.7777460559
678	0.777158708
679	0.7767082178
680	0.7762368657
681	0.775584186
682	0.7750519485
683	0.7746706174
684	0.7739825458
685	0.7734442953
686	0.7729550003
687	0.7719473493
688	0.7713756596
689	0.7708158998
690	0.7700950885
691	0.7696067746
692	0.7689923729
693	0.7679435647
694	0.7676082178
695	0.7669709108
696	0.7663482379
697	0.7658252391
698	0.7653671895
699	0.7644389608
700	0.7639223036
701	0.7633998316
702	0.7628408732
703	0.7624731498
704	0.761974094
705	0.7614709089
706	0.7611468101
707	0.760723567
708	0.760209356
709	0.7592871631
710	0.7586694207
711	0.7581399159
712	0.7576543456
713	0.7569145322
714	0.7564996521
715	0.7559659708
716	0.755246471
717	0.7546707264
718	0.7539465252
719	0.7535209737
720	0.7531050826
721	0.752852967
722	0.7522991142
723	0.7516079072
724	0.7511171125
725	0.7506689109
726	0.7502212809
727	0.748953934
728	0.7485344095
729	0.7480109732
730	0.7474400769
731	0.7469734083
732	0.7464136316
733	0.7460746803
734	0.7455766964
735	0.7444622757
736	0.7435025936
737	0.743002056
738	0.7425109807
739	0.7420123021
740	0.7416541678
741	0.7410315597
742	0.7404225085
743	0.7400506046
744	0.7397810557
745	0.739308875
746	0.7388821169
747	0.7385793753
748	0.7383441884
749	0.7377110228
750	0.7372063927
751	0.7366918411
752	0.7361157137
753	0.7356569028
754	0.735165069
755	0.7343774954
756	0.7338466413
757	0.7332560092
758	0.7326660532
759	0.7320384987
760	0.7311268812
761	0.73043678
762	0.7300500883
763	0.728805101
764	0.7282796791
765	0.727893485
766	0.7275003838
767	0.7271164857
768	0.7265795678
769	0.7262259299
770	0.7259461299
771	0.7254652137
772	0.7249813376
773	0.7245416385
774	0.7241269654
775	0.7236841336
776	0.72334666
777	0.7230320773
778	0.7226462627
779	0.7222639748
780	0.7219214892
781	0.7213636002
782	0.72100112
783	0.7206032438
784	0.7202513451
785	0.7195425638
786	0.7192341059
787	0.7185961112
788	0.7180826484
789	0.7171708954
790	0.7167989052
791	0.7163771398
792	0.7158748363
793	0.7153009096
794	0.714822031
795	0.7145053655
796	0.7140296085
797	0.7135203907
798	0.7128763308
799	0.7124007192
800	0.7118509266
801	0.7114403672
802	0.7110918395
803	0.710713712
804	0.7103724381
805	0.709745558
806	0.7093183837
807	0.7086574189
808	0.7082710204
809	0.7076898224
810	0.7072138087
811	0.706902274
812	0.7065870186
813	0.7062378788
814	0.7059052303
815	0.7054873362
816	0.7049183224
817	0.7046644677
818	0.7042849674
819	0.7039444339
820	0.7034128944
821	0.7028707946
822	0.7020343981
823	0.701512437
824	0.7011818438
825	0.7008816254
826	0.7005663431
827	0.7002299933
828	0.6997437805
829	0.6995061692
830	0.6991869721
831	0.698742708
832	0.6984177324
833	0.6982308154
834	0.6979143211
835	0.6975122949
836	0.6970885164
837	0.6966827189
838	0.6958411443
839	0.6955558202
840	0.6952749625
841	0.6949834182
842	0.6942774455
843	0.6934192243
844	0.6929521262
845	0.6925121662
846	0.6920345663
847	0.6914991406
848	0.6911622002
849	0.6906165072
850	0.6903736685
851	0.6901381946
852	0.6897884875
853	0.6894130253
854	0.6891920361
855	0.6884853763
856	0.6879107207
857	0.6875958759
858	0.6870955396
859	0.6867130067
860	0.6863877374
861	0.6859387402
862	0.6853071824
863	0.6848384824
864	0.6845177811
865	0.6840331236
866	0.6837689851
867	0.6833769147
868	0.6829574542
869	0.6826815573
870	0.6821917197
871	0.6818997823
872	0.6815073861
873	0.6809975699
874	0.6806139295
875	0.6802570759
876	0.6797839415
877	0.6792758956
878	0.6787324545
879	0.6784862765
880	0.6780892985
881	0.677684549
882	0.6771106752
883	0.6765313052
884	0.6759839105
885	0.6756608093
886	0.6750806126
887	0.6745636124
888	0.6742047867
889	0.6739593178
890	0.6735352694
891	0.6731020424
892	0.6727249413
893	0.6717580475
894	0.6713146316
895	0.6710132121
896	0.670724522
897	0.6705114372
898	0.670276442
899	0.6701247394
900	0.6696619137
901	0.6692150899
902	0.6689291194
903	0.6685303474
904	0.6681077887
905	0.6678365937
906	0.6675190297
907	0.6672500285
908	0.6668475524
909	0.6664223895
910	0.6662410787
911	0.6658374512
912	0.6655142073
913	0.6651821259
914	0.6647766215
915	0.6645155995
916	0.6641285098
917	0.663780932
918	0.6633471451
919	0.6629870803
920	0.6628054165
921	0.6624848324
922	0.6619530221
923	0.6616148823
924	0.6612606357
925	0.6609029666
926	0.6606202511
927	0.6603893406
928	0.6598563005
929	0.659596809
930	0.6593887026
931	0.6591054701
932	0.6586417686
933	0.6578432413
934	0.6574996426
935	0.6571095848
936	0.6566908401
937	0.6563108608
938	0.6559456515
939	0.6554365489
940	0.6550105978
941	0.6545497785
942	0.6540492165
943	0.6536437466
944	0.6533358319
945	0.6529043154
946	0.6526242121
947	0.652090127
948	0.6516256245
949	0.6514125226
950	0.6511152963
951	0.6509303642
952	0.6506125839
953	0.6502491201
954	0.6499882071
955	0.6495443797
956	0.6491655324
957	0.6489332658
958	0.6484924366
959	0.6480457667
960	0.6477864565
961	0.6475693037
962	0.6472052771
963	0.6469298047
964	0.6465298574
965	0.6460816398
966	0.6458717003
967	0.6456968679
968	0.6453646268
969	0.6451342854
970	0.6449280681
971	0.6446890056
972	0.6443796463
973	0.64415937
974	0.6439219052
975	0.6434789175
976	0.6431200125
977	0.6427766541
978	0.6424577725
979	0.6418504057
980	0.6412683593
981	0.640995811
982	0.6407292299
983	0.6403595888
984	0.6399109153
985	0.6396589974
986	0.6393729757
987	0.6390569619
988	0.6387663323
989	0.6385318367
990	0.6379930384
991	0.6376974681
992	0.6370328845
993	0.6365083587
994	0.6362026022
995	0.6358697355
996	0.6355494733
997	0.635207162
998	0.6349175275
999	0.6346363667
1000	0.6342110155
1001	0.6337851045
1002	0.6334729683
1003	0.6330732799
1004	0.6328446009
1005	0.6326724469
1006	0.6324295739
1007	0.6322629735
1008	0.631962848
1009	0.6316293445
1010	0.6312520688
1011	0.6309600715
1012	0.6305956508
1013	0.6304762358
1014	0.6301974531
1015	0.6299472469
1016	0.6294687393
1017	0.6292283647
1018	0.6289140713
1019	0.6286648287
1020	0.6284260463
1021	0.6281874318
1022	0.6278642818
1023	0.6273869403
1024	0.6271842526
1025	0.626941194
1026	0.6267873217
1027	0.6263109639
1028	0.625973276
1029	0.6256440843
1030	0.6253374691
1031	0.6248724945
1032	0.6244731605
1033	0.6240887506
1034	0.6239065249
1035	0.6236337022
1036	0.623408565
1037	0.6230986809
1038	0.6227624562
1039	0.622544421
1040	0.6221717637
1041	0.6220171252
1042	0.6217070052
1043	0.621540073
1044	0.6213391576
1045	0.6209833159
1046	0.6206548564
1047	0.6204391313
1048	0.620150144
1049	0.6199256745
1050	0.6196301325
1051	0.6194181195
1052	0.6191874541
1053	0.618774604
1054	0.6184790492
1055	0.6181831239
1056	0.6179871557
1057	0.6176589712
1058	0.6174983203
1059	0.6172982165
1060	0.6166839113
1061	0.6164653122
1062	0.6160957083
1063	0.6158626021
1064	0.6156737306
1065	0.615434853
1066	0.6151936158
1067	0.6150268063
1068	0.6147133766
1069	0.6143504796
1070	0.6140099654
1071	0.613744088
1072	0.6135443978
1073	0.6132116881
1074	0.6129705533
1075	0.6126702458
1076	0.6122971528
1077	0.612134932
1078	0.6118982797
1079	0.6116217722
1080	0.611343919
1081	0.6109193747
1082	0.6106717012
1083	0.6104302754
1084	0.6101270581
1085	0.6097511359
1086	0.6094040797
1087	0.6088300666
1088	0.6085774216
1089	0.6083233304
1090	0.60761735
1091	0.6073468002
1092	0.607034508
1093	0.6066787697
1094	0.6065470207
1095	0.6062566226
1096	0.6059487436
1097	0.6055801721
1098	0.6054216208
1099	0.6051285802
1100	0.6048913135
1101	0.6045984261
1102	0.6043986263
1103	0.6041594064
1104	0.6039187026
1105	0.6036184393
1106	0.6034409258
1107	0.6032290324
1108	0.6028137492
1109	0.6026555778
1110	0.6023287861
1111	0.6019428139
1112	0.6014490973
1113	0.6011533153
1114	0.6007899528
1115	0.6004549001
1116	0.600212719
1117	0.5998762884
1118	0.5991305626
1119	0.5988313863
1120	0.5985042887
1121	0.5982382465
1122	0.5979760619
1123	0.5977190069
1124	0.5973859438
1125	0.597215501
1126	0.5970603156
1127	0.5967360121
1128	0.5964805238
1129	0.5962888629
1130	0.5961052381
1131	0.5957362498
1132	0.5954928361
1133	0.5952808972
1134	0.5949991522
1135	0.5948006386
1136	0.594548208
1137	0.5944091686
1138	0.5942229063
1139	0.5939550637
1140	0.5936336498
1141	0.5933035529
1142	0.5931784101
1143	0.5929036167
1144	0.592726257
1145	0.5924658926
1146	0.5922280141
1147	0.5919629175
1148	0.5915591986
1149	0.5913443948
1150	0.5911672148
1151	0.5906168988
1152	0.5902720827
1153	0.590093126
1154	0.5898344563
1155	0.589572603
1156	0.5893903776
1157	0.5891645399
1158	0.5889120238
1159	0.588799003
1160	0.5884072082
1161	0.5882313881
1162	0.5879893897
1163	0.5877049649
1164	0.5874546859
1165	0.5872691421
1166	0.5871368183
1167	0.5868507741
1168	0.5866193005
1169	0.5864569403
1170	0.5862522044
1171	0.5860532928
1172	0.5858537569
1173	0.5856828018
1174	0.5853327102
1175	0.585167357
1176	0.5850388612
1177	0.5847982296
1178	0.5846351721
1179	0.5843151495
1180	0.5840588305
1181	0.5837945492
1182	0.5835669406
1183	0.5832616364
1184	0.5829537331
1185	0.5827713488
1186	0.5825482233
1187	0.5822380009
1188	0.5820571129
1189	0.5819712554
1190	0.5817354602
1191	0.5815869073
1192	0.5813106467
1193	0.5810876649
1194	0.5806680171
1195	0.5805358135
1196	0.5803404203
1197	0.5800422337
1198	0.5798685259
1199	0.5793888174
1200	0.5791774003
1201	0.5788791749
1202	0.5786133843
1203	0.5782380416
1204	0.5780506511
1205	0.5777563624
1206	0.5775813551
1207	0.5773816893
1208	0.5771831395
1209	0.5769632427
1210	0.5767661095
1211	0.5765639594
1212	0.5761705469
1213	0.5759393765
1214	0.57559498
1215	0.575314284
1216	0.5749993493
1217	0.5747752888
1218	0.5745662629
1219	0.5741929473
1220	0.5740237453
1221	0.5736812
1222	0.5733652475
1223	0.5729951613
1224	0.5727567316
1225	0.5723009994
1226	0.572088976
1227	0.5719208278
1228	0.5716148964
1229	0.5714910376
1230	0.5712275121
1231	0.570994057
1232	0.5706731607
1233	0.5703585412
1234	0.5700537868
1235	0.5698399279
1236	0.5695619041
1237	0.5693541131
1238	0.5690895975
1239	0.568852435
1240	0.5685141936
1241	0.5683419117
1242	0.5681569891
1243	0.5678140419
1244	0.5676647512
1245	0.5674819871
1246	0.56725053
1247	0.5670449064
1248	0.5668741541
1249	0.5666558381
1250	0.5664251389
1251	0.5662387775
1252	0.5658808842
1253	0.56571234
1254	0.5655163201
1255	0.5651656602
1256	0.5649426666
1257	0.5647086079
1258	0.5644260167
1259	0.5641928732
1260	0.563922907
1261	0.5637623422
1262	0.5635894821
1263	0.5632441485
1264	0.5629681042
1265	0.5627714147
1266	0.5625694758
1267	0.5623624624
1268	0.5621313988
1269	0.5619503542
1270	0.5616875605
1271	0.5614489074
1272	0.5612485106
1273	0.5609092593
1274	0.5606585654
1275	0.560386174
1276	0.5601530186
1277	0.5599697113
1278	0.5597822272
1279	0.5596324174
1280	0.5594910065
1281	0.5593194045
1282	0.5590726546
1283	0.5588806334
1284	0.558686781
1285	0.5585430057
1286	0.5583023918
1287	0.5580923639
1288	0.557888392
1289	0.5576188166
1290	0.5574412367
1291	0.5572198531
1292	0.5569892603
1293	0.5567084307
1294	0.5565401414
1295	0.5563029725
1296	0.556168657
1297	0.556007917
1298	0.5558212171
1299	0.5556380671
1300	0.5554509879
1301	0.5553528836
1302	0.5550976467
1303	0.5548451852
1304	0.5545921493
1305	0.5543111713
1306	0.5541005715
1307	0.5537903881
1308	0.553593947
1309	0.5533861542
1310	0.5531165256
1311	0.5528953959
1312	0.5527026673
1313	0.5524273386
1314	0.5521804974
1315	0.5519875593
1316	0.5518545207
1317	0.5516269881
1318	0.5514084666
1319	0.5510557052
1320	0.5508297885
1321	0.5504559415
1322	0.5502504823
1323	0.5500665514
1324	0.5499296726
1325	0.5497926437
1326	0.5495497004
1327	0.5493660394
1328	0.5492108822
1329	0.5489057802
1330	0.5487592336
1331	0.5485842766
1332	0.5484564992
1333	0.5483209842
1334	0.5481581872
1335	0.547998323
1336	0.5476072204
1337	0.5474532778
1338	0.5472623714
1339	0.5471326203
1340	0.546994561
1341	0.5466795419
1342	0.5464422202
1343	0.546186335
1344	0.5459357761
1345	0.5458027128
1346	0.5455749859
1347	0.545408837
1348	0.5452582992
1349	0.5450035809
1350	0.5447014751
1351	0.5444745987
1352	0.544085812
1353	0.5438622389
1354	0.5437315216
1355	0.5435745885
1356	0.5431935174
1357	0.5430317269
1358	0.5428698474
1359	0.5426175192
1360	0.5423914621
1361	0.5422601267
1362	0.5420702484
1363	0.5414631888
1364	0.5412817207
1365	0.5410570633
1366	0.5408147172
1367	0.5405611141
1368	0.5403927248
1369	0.5402578116
1370	0.5400742792
1371	0.5399386749
1372	0.5397411048
1373	0.5395287535
1374	0.5393014832
1375	0.5390565073
1376	0.5389071816
1377	0.5387474186
1378	0.5385711881
1379	0.5383853068
1380	0.5381307129
1381	0.5379894767
1382	0.5378640437
1383	0.537597748
1384	0.5374564102
1385	0.5372476578
1386	0.5370164349
1387	0.5365003138
1388	0.5362135161
1389	0.5359148813
1390	0.5356730743
1391	0.5354130239
1392	0.5352226582
1393	0.535052804
1394	0.5348495284
1395	0.5346102694
1396	0.5344513896
1397	0.5342584274
1398	0.5340504623
1399	0.5338761827
1400	0.5338035784
1401	0.5335674049
1402	0.5333936257
1403	0.533205794
1404	0.533040198
1405	0.5329099941
1406	0.5327694747
1407	0.5325941936
1408	0.53253646
1409	0.5321953775
1410	0.5319988589
1411	0.5317028326
1412	0.5315667492
1413	0.5314026867
1414	0.5311606307
1415	0.5310080884
1416	0.5306285506
1417	0.5304028447
1418	0.530215045
1419	0.5299743532
1420	0.5295281817
1421	0.5294185469
1422	0.5292599308
1423	0.528993844
1424	0.5287576473
1425	0.5285921522
1426	0.5284332957
1427	0.5283073937
1428	0.5281365545
1429	0.5279840069
1430	0.5278572323
1431	0.5277078568
1432	0.5275460463
1433	0.5274140541
1434	0.5272091025
1435	0.5269309906
1436	0.5267628281
1437	0.5265161071
1438	0.5263665497
1439	0.5262057493
1440	0.5260313331
1441	0.5258906123
1442	0.5256888384
1443	0.5255524001
1444	0.5254150284
1445	0.5251278393
1446	0.5249536511
1447	0.5247664005
1448	0.5245996136
1449	0.5244727427
1450	0.5243587097
1451	0.5242391837
1452	0.5239501372
1453	0.5237636623
1454	0.5235083424
1455	0.5232641996
1456	0.5231025778
1457	0.5229258707
1458	0.5228481958
1459	0.5227354669
1460	0.5225737989
1461	0.522334481
1462	0.5221543224
1463	0.522040727
1464	0.5218865588
1465	0.5217891013
1466	0.521618425
1467	0.5214617176
1468	0.5213317063
1469	0.5211704331
1470	0.5209807666
1471	0.5208168308
1472	0.5206073454
1473	0.5204275831
1474	0.5202410124
1475	0.5200721963
1476	0.519802246
1477	0.5195554843
1478	0.5193407198
1479	0.5191954338
1480	0.5190029988
1481	0.5188502869
1482	0.5186990859
1483	0.5184511269
1484	0.5182175785
1485	0.5179860999
1486	0.5176600368
1487	0.5175227066
1488	0.5173327245
1489	0.5171135703
1490	0.5169979434
1491	0.5167904944
1492	0.5166157552
1493	0.5164953248
1494	0.5164001027
1495	0.5162886947
1496	0.5161510105
1497	0.5160456945
1498	0.5158523318
1499	0.5156580448
1500	0.5155251785
1501	0.51542497
1502	0.5152759427
1503	0.5150137589
1504	0.5148038314
1505	0.5146329212
1506	0.5144187465
1507	0.5143015782
1508	0.5141420682
1509	0.5139383046
1510	0.5138002645
1511	0.513659614
1512	0.5134642901
1513	0.5132212175
1514	0.5130942962
1515	0.5129284087
1516	0.5128080006
1517	0.5125795016
1518	0.5124654109
1519	0.5122811422
1520	0.5121208262
1521	0.5119161517
1522	0.5117795379
1523	0.5115611065
1524	0.5114420223
1525	0.5112652993
1526	0.5111559774
1527	0.5110037199
1528	0.5108342557
1529	0.5107096825
1530	0.5104841479
1531	0.5103354632
1532	0.5102075244
1533	0.5097557273
1534	0.5095613913
1535	0.509440731
1536	0.5092575162
1537	0.5091599767
1538	0.5089210698
1539	0.5087065444
1540	0.5085487021
1541	0.5083756473
1542	0.5081251803
1543	0.5079902611
1544	0.5078125138
1545	0.5077159224
1546	0.5075459687
1547	0.5074136728
1548	0.507224352
1549	0.5071165838
